"";"SG_UF_MUN";"CO_MUN_GEO";"NO_MUN";"CO_UF"
"593";"BA";2907400;"CATOLANDIA";32
"594";"BA";2907509;"CATU";32
"595";"BA";2909208;"CORONEL JOAO SA";32
"596";"BA";2907558;"CATURAMA";32
"597";"BA";2907608;"CENTRAL";32
"598";"BA";2909109;"CORIBE";32
"599";"BA";2908408;"CONCEICAO DO COITE";32
"600";"BA";2907905;"CIPO";32
"601";"BA";2908002;"COARACI";32
"602";"BA";2906204;"CANARANA";32
"603";"BA";2908705;"CONDEUBA";32
"604";"BA";2908507;"CONCEICAO DO JACUIPE";32
"605";"BA";2911857;"HELIOPOLIS";32
"606";"BA";2911907;"IACU";32
"607";"BA";2907707;"CHORROCHO";32
"608";"BA";2907806;"CICERO DANTAS";32
"609";"BA";2905800;"CAMAMU";32
"610";"BA";2905909;"CAMPO ALEGRE DE LOURDES";32
"611";"BA";2906006;"CAMPO FORMOSO";32
"612";"BA";2906303;"CANAVIEIRAS";32
"613";"BA";2906402;"CANDEAL";32
"614";"BA";2911808;"GUARATINGA";32
"615";"BA";2906501;"CANDEIAS";32
"616";"BA";2908606;"CONDE";32
"617";"BA";2905701;"CAMACARI";32
"618";"BA";2905602;"CAMACAN";32
"619";"BA";2906105;"CANAPOLIS";32
"620";"CE";2306801;"JAGUARIBARA";23
"621";"CE";2313104;"TABULEIRO DO NORTE";23
"622";"CE";2313203;"TAMBORIL";23
"623";"CE";2306603;"ITATIRA";23
"624";"CE";2313005;"SOLONOPOLE";23
"625";"CE";2306702;"JAGUARETAMA";23
"626";"CE";2313351;"TEJUCUOCA";23
"627";"CE";2300705;"ALTO SANTO";23
"628";"CE";2313252;"TARRAFAS";23
"629";"CE";2312908;"SOBRAL";23
"630";"CE";2312809;"SENADOR SA";23
"631";"CE";2313708;"UMARI";23
"632";"CE";2307254;"JIJOCA DE JERICOACOARA";23
"633";"CE";2313302;"TAUA";23
"634";"CE";2307007;"JAGUARUANA";23
"635";"CE";2307106;"JARDIM";23
"636";"CE";2313757;"UMIRIM";23
"637";"CE";2307304;"JUAZEIRO DO NORTE";23
"638";"CE";2301208;"ARACOIABA";23
"639";"CE";2301257;"ARARENDA";23
"640";"CE";2307205;"JATI";23
"641";"CE";2306900;"JAGUARIBE";23
"642";"CE";2304608;"GENERAL SAMPAIO";23
"643";"CE";2313609;"UBAJARA";23
"644";"CE";2308401;"MISSAO VELHA";23
"645";"CE";2305209;"HIDROLANDIA";23
"646";"CE";2300754;"AMONTADA";23
"647";"CE";2300804;"ANTONINA DO NORTE";23
"648";"CE";2300903;"APUIARES";23
"649";"CE";2308500;"MOMBACA";23
"650";"CE";2301109;"ARACATI";23
"651";"CE";2308377;"MIRAIMA";23
"652";"CE";2305233;"HORIZONTE";23
"653";"CE";2301000;"AQUIRAZ";23
"654";"CE";2313500;"TRAIRI";23
"655";"CE";2313559;"TURURU";23
"656";"CE";2312700;"SENADOR POMPEU";23
"657";"CE";2306553;"ITAREMA";23
"658";"CE";2300606;"ALTANEIRA";23
"659";"CE";2304004;"COREAU";23
"660";"CE";2304103;"CRATEUS";23
"661";"CE";2304202;"CRATO";23
"662";"CE";2314003;"VARZEA ALEGRE";23
"663";"CE";2314102;"VICOSA DO CEARA";23
"664";"CE";2304269;"DEPUTADO IRAPUAN PINHEIRO";23
"665";"CE";2304277;"ERERE";23
"666";"CE";2313401;"TIANGUA";23
"667";"CE";2304301;"FARIAS BRITO";23
"668";"CE";2304350;"FORQUILHA";23
"669";"CE";2304400;"FORTALEZA";23
"670";"CE";2304459;"FORTIM";23
"671";"CE";2304509;"FRECHEIRINHA";23
"672";"CE";2304657;"GRACA";23
"673";"CE";2304707;"GRANJA";23
"674";"CE";2304806;"GRANJEIRO";23
"675";"CE";2304236;"CROATA";23
"676";"CE";2304251;"CRUZ";23
"677";"CE";2305001;"GUARACIABA DO NORTE";23
"678";"CE";2305100;"GUARAMIRANGA";23
"679";"CE";2304285;"EUSEBIO";23
"680";"CE";2305266;"IBARETAMA";23
"681";"CE";2305308;"IBIAPINA";23
"682";"CE";2305332;"IBICUITINGA";23
"683";"CE";2305357;"ICAPUI";23
"684";"CE";2305407;"ICO";23
"685";"CE";2305506;"IGUATU";23
"686";"CE";2305605;"INDEPENDENCIA";23
"687";"CE";2305654;"IPAPORANGA";23
"688";"CE";2304905;"GROAIRAS";23
"689";"CE";2304954;"GUAIUBA";23
"690";"CE";2306009;"IRACEMA";23
"691";"CE";2306108;"IRAUCUBA";23
"692";"CE";2308302;"MILAGRES";23
"693";"CE";2306256;"ITAITINGA";23
"694";"CE";2306306;"ITAPAGE";23
"695";"CE";2306405;"ITAPIPOCA";23
"696";"CE";2306504;"ITAPIUNA";23
"697";"CE";2300507;"ALCANTARAS";23
"698";"CE";2303956;"CHOROZINHO";23
"699";"CE";2309458;"OCARA";23
"700";"CE";2309508;"OROS";23
"701";"CE";2309607;"PACAJUS";23
"702";"CE";2309706;"PACATUBA";23
"703";"CE";2309805;"PACOTI";23
"704";"CE";2309904;"PACUJA";23
"705";"CE";2310001;"PALHANO";23
"706";"CE";2310100;"PALMACIA";23
"707";"CE";2310209;"PARACURU";23
"708";"CE";2307403;"JUCAS";23
"709";"CE";2307502;"LAVRAS DA MANGABEIRA";23
"710";"CE";2307601;"LIMOEIRO DO NORTE";23
"711";"CE";2307635;"MADALENA";23
"712";"CE";2307650;"MARACANAU";23
"713";"CE";2307700;"MARANGUAPE";23
"714";"CE";2307809;"MARCO";23
"715";"CE";2307908;"MARTINOPOLE";23
"716";"CE";2308005;"MASSAPE";23
"717";"CE";2308104;"MAURITI";23
"718";"CE";2308203;"MERUOCA";23
"719";"CE";2302206;"BEBERIBE";23
"720";"CE";2308351;"MILHA";23
"721";"CE";2311264;"QUITERIANOPOLIS";23
"722";"CE";2311306;"QUIXADA";23
"723";"CE";2311355;"QUIXELO";23
"724";"CE";2311405;"QUIXERAMOBIM";23
"725";"CE";2311504;"QUIXERE";23
"726";"CE";2311603;"REDENCAO";23
"727";"CE";2311702;"RERIUTABA";23
"728";"CE";2311801;"RUSSAS";23
"729";"CE";2305704;"IPAUMIRIM";23
"730";"CE";2305803;"IPU";23
"731";"CE";2305902;"IPUEIRAS";23
"732";"CE";2306207;"ITAICABA";23
"733";"CE";2312304;"SAO BENEDITO";23
"734";"CE";2312403;"SAO GONCALO DO AMARANTE";23
"735";"CE";2312502;"SAO JOAO DO JAGUARIBE";23
"736";"CE";2312601;"SAO LUIS DO CURU";23
"737";"CE";2303931;"CHORO";23
"738";"CE";2309409;"NOVO ORIENTE";23
"739";"CE";2303808;"CEDRO";23
"740";"CE";2301802;"BAIXIO";23
"741";"CE";2313807;"URUBURETAMA";23
"742";"CE";2313906;"URUOCA";23
"743";"CE";2313955;"VARJOTA";23
"744";"CE";2302057;"BARROQUINHA";23
"745";"CE";2302107;"BATURITE";23
"746";"CE";2311009;"PORANGA";23
"747";"CE";2311108;"PORTEIRAS";23
"748";"CE";2301307;"ARARIPE";23
"749";"CE";2301406;"ARATUBA";23
"750";"CE";2301505;"ARNEIROZ";23
"751";"CE";2301604;"ASSARE";23
"752";"CE";2301703;"AURORA";23
"753";"CE";2302800;"CANINDE";23
"754";"CE";2302909;"CAPISTRANO";23
"755";"CE";2303006;"CARIDADE";23
"756";"CE";2311900;"SABOEIRO";23
"757";"CE";2311959;"SALITRE";23
"758";"CE";2312007;"SANTANA DO ACARAU";23
"759";"CE";2308807;"MORAUJO";23
"760";"CE";2308906;"MORRINHOS";23
"761";"CE";2311207;"POTENGI";23
"762";"CE";2311231;"POTIRETAMA";23
"763";"CE";2302503;"BREJO SANTO";23
"764";"CE";2302602;"CAMOCIM";23
"765";"CE";2302701;"CAMPOS SALES";23
"766";"CE";2310506;"PEDRA BRANCA";23
"767";"CE";2310605;"PENAFORTE";23
"768";"CE";2310704;"PENTECOSTE";23
"769";"CE";2310803;"PEREIRO";23
"770";"CE";2310852;"PINDORETAMA";23
"771";"CE";2310902;"PIQUET CARNEIRO";23
"772";"CE";2310951;"PIRES FERREIRA";23
"773";"CE";2312106;"SANTANA DO CARIRI";23
"774";"CE";2309003;"MUCAMBO";23
"775";"CE";2309102;"MULUNGU";23
"776";"CE";2309201;"NOVA OLINDA";23
"777";"CE";2309300;"NOVA RUSSAS";23
"778";"CE";2300408;"AIUABA";23
"779";"CE";2303907;"CHAVAL";23
"780";"CE";2303709;"CAUCAIA";23
"781";"CE";2303303;"CARIUS";23
"782";"CE";2302008;"BARRO";23
"783";"CE";2303105;"CARIRE";23
"784";"CE";2303204;"CARIRIACU";23
"785";"CE";2310258;"PARAIPABA";23
"786";"CE";2310308;"PARAMBU";23
"787";"CE";2312205;"SANTA QUITERIA";23
"788";"CE";2302305;"BELA CRUZ";23
"789";"CE";2301901;"BARBALHA";23
"790";"CE";2301950;"BARREIRA";23
"791";"CE";2310407;"PARAMOTI";23
"792";"CE";2303659;"CATUNDA";23
"793";"CE";2300101;"ABAIARA";23
"794";"CE";2302404;"BOA VIAGEM";23
"795";"CE";2300200;"ACARAU";23
"796";"CE";2301851;"BANABUIU";23
"797";"CE";2303600;"CATARINA";23
"798";"CE";2308708;"MORADA NOVA";23
"799";"CE";2300150;"ACARAPE";23
"800";"CE";2308609;"MONSENHOR TABOSA";23
"801";"CE";2300309;"ACOPIARA";23
"802";"CE";2303501;"CASCAVEL";23
"803";"CE";2303402;"CARNAUBAL";23
"804";"DF";5400108;"BRASILIA";54
"805";"ES";3203809;"MUQUI";34
"806";"ES";3201506;"COLATINA";34
"807";"ES";3202900;"ITARANA";34
"808";"ES";3203007;"IUNA";34
"809";"ES";3204005;"PANCAS";34
"810";"ES";3204054;"PEDRO CANARIO";34
"811";"ES";3201209;"CACHOEIRO DE ITAPEMIRIM";34
"812";"ES";3203908;"NOVA VENECIA";34
"813";"ES";3205101;"VIANA";34
"814";"ES";3203320;"MARATAIZES";34
"815";"ES";3203601;"MUCURICI";34
"816";"ES";3203700;"MUNIZ FREIRE";34
"817";"ES";3200805;"BAIXO GUANDU";34
"818";"ES";3200904;"BARRA DE SAO FRANCISCO";34
"819";"ES";3201001;"BOA ESPERANCA";34
"820";"ES";3201100;"BOM JESUS DO NORTE";34
"821";"ES";3201308;"CARIACICA";34
"822";"ES";3203304;"MANTENOPOLIS";34
"823";"ES";3204203;"PIUMA";34
"824";"ES";3204252;"PONTO BELO";34
"825";"ES";3204302;"PRESIDENTE KENNEDY";34
"826";"ES";3204351;"RIO BANANAL";34
"827";"ES";3204401;"RIO NOVO DO SUL";34
"828";"ES";3204500;"SANTA LEOPOLDINA";34
"829";"ES";3204559;"SANTA MARIA DE JETIBA";34
"830";"ES";3204609;"SANTA TERESA";34
"831";"ES";3204658;"SAO DOMINGOS DO NORTE";34
"832";"ES";3204708;"SAO GABRIEL DA PALHA";34
"833";"ES";3204807;"SAO JOSE DO CALCADO";34
"834";"ES";3201159;"BREJETUBA";34
"835";"ES";3204104;"PINHEIROS";34
"836";"ES";3205002;"SERRA";34
"837";"ES";3205010;"SOORETAMA";34
"838";"ES";3205036;"VARGEM ALTA";34
"839";"ES";3205069;"VENDA NOVA DO IMIGRANTE";34
"840";"ES";3202652;"IRUPI";34
"841";"ES";3202702;"ITAGUACU";34
"842";"ES";3202801;"ITAPEMIRIM";34
"843";"ES";3205176;"VILA VALERIO";34
"844";"ES";3203056;"JAGUARE";34
"845";"ES";3203106;"JERONIMO MONTEIRO";34
"846";"ES";3203130;"JOAO NEIVA";34
"847";"ES";3204906;"SAO MATEUS";34
"848";"ES";3204955;"SAO ROQUE DO CANAA";34
"849";"ES";3200136;"AGUIA BRANCA";34
"850";"ES";3200169;"AGUA DOCE DO NORTE";34
"851";"ES";3203346;"MARECHAL FLORIANO";34
"852";"ES";3203353;"MARILANDIA";34
"853";"ES";3203403;"MIMOSO DO SUL";34
"854";"ES";3203502;"MONTANHA";34
"855";"ES";3200607;"ARACRUZ";34
"856";"ES";3200706;"ATILIO VIVACQUA";34
"857";"ES";3202009;"DORES DO RIO PRETO";34
"858";"ES";3202108;"ECOPORANGA";34
"859";"ES";3202207;"FUNDAO";34
"860";"ES";3202256;"GOVERNADOR LINDENBERG";34
"861";"ES";3202306;"GUACUI";34
"862";"ES";3202405;"GUARAPARI";34
"863";"ES";3202454;"IBATIBA";34
"864";"ES";3201407;"CASTELO";34
"865";"ES";3202553;"IBITIRAMA";34
"866";"ES";3201605;"CONCEICAO DA BARRA";34
"867";"ES";3201704;"CONCEICAO DO CASTELO";34
"868";"ES";3201803;"DIVINO DE SAO LOURENCO";34
"869";"ES";3201902;"DOMINGOS MARTINS";34
"870";"ES";3203163;"LARANJA DA TERRA";34
"871";"ES";3203205;"LINHARES";34
"872";"ES";3205200;"VILA VELHA";34
"873";"ES";3205309;"VITORIA";34
"874";"ES";3200201;"ALEGRE";34
"875";"ES";3202603;"ICONHA";34
"876";"ES";3200102;"AFONSO CLAUDIO";34
"877";"ES";3202504;"IBIRACU";34
"878";"ES";3205150;"VILA PAVAO";34
"879";"ES";3200508;"APIACA";34
"880";"ES";3200359;"ALTO RIO NOVO";34
"881";"ES";3200409;"ANCHIETA";34
"882";"ES";3200300;"ALFREDO CHAVES";34
"883";"EX";9300000;"EXTERIOR";93
"884";"GO";5300134;"ACREUNA";53
"885";"GO";5300175;"AGUA FRIA DE GOIAS";53
"886";"GO";5300258;"AGUAS LINDAS DE GOIAS";53
"887";"GO";5300159;"ADELANDIA";53
"888";"GO";5301207;"ANHANGUERA";53
"889";"GO";5301306;"ANICUNS";53
"890";"GO";5300209;"AGUA LIMPA";53
"891";"GO";5301108;"ANAPOLIS";53
"892";"GO";5300308;"ALEXANIA";53
"893";"GO";5300506;"ALOANDIA";53
"894";"GO";5300555;"ALTO HORIZONTE";53
"895";"GO";5301454;"APARECIDA DO RIO DOCE";53
"896";"GO";5300100;"ABADIANIA";53
"897";"GO";5321197;"TEREZOPOLIS DE GOIAS";53
"898";"GO";5321304;"TRES RANCHOS";53
"899";"GO";5321403;"TRINDADE";53
"900";"GO";5321452;"TROMBAS";53
"901";"GO";5321502;"TURVANIA";53
"902";"GO";5321551;"TURVELANDIA";53
"903";"GO";5321577;"UIRAPURU";53
"904";"GO";5300605;"ALTO PARAISO DE GOIAS";53
"905";"GO";5300803;"ALVORADA DO NORTE";53
"906";"GO";5300829;"AMARALINA";53
"907";"GO";5300852;"AMERICANO DO BRASIL";53
"908";"GO";5300902;"AMORINOPOLIS";53
"909";"GO";5322005;"VIANOPOLIS";53
"910";"GO";5322054;"VICENTINOPOLIS";53
"911";"GO";5322203;"VILA BOA";53
"912";"GO";5322302;"VILA PROPICIO";53
"913";"GO";5308301;"DIVINOPOLIS DE GOIAS";53
"914";"GO";5308400;"GOIANAPOLIS";53
"915";"GO";5301405;"APARECIDA DE GOIANIA";53
"916";"GO";5308608;"GOIANESIA";53
"917";"GO";5321601;"URUACU";53
"918";"GO";5321700;"URUANA";53
"919";"GO";5321809;"URUTAI";53
"920";"GO";5321858;"VALPARAISO DE GOIAS";53
"921";"GO";5321908;"VARJAO";53
"922";"GO";5302353;"ARENOPOLIS";53
"923";"GO";5302502;"ARUANA";53
"924";"GO";5302601;"AURILANDIA";53
"925";"GO";5302809;"AVELINOPOLIS";53
"926";"GO";5303104;"BALIZA";53
"927";"GO";5303203;"BARRO ALTO";53
"928";"GO";5303302;"BELA VISTA DE GOIAS";53
"929";"GO";5303401;"BOM JARDIM DE GOIAS";53
"930";"GO";5301504;"APORE";53
"931";"GO";5301603;"ARACU";53
"932";"GO";5301702;"ARAGARCAS";53
"933";"GO";5301801;"ARAGOIANIA";53
"934";"GO";5302155;"ARAGUAPAZ";53
"935";"GO";5300050;"ABADIA DE GOIAS";53
"936";"GO";5321080;"TERESINA DE GOIAS";53
"937";"GO";5318052;"PORTEIRAO";53
"938";"GO";5318102;"PORTELANDIA";53
"939";"GO";5318300;"POSSE";53
"940";"GO";5318391;"PROFESSOR JAMIL";53
"941";"GO";5318508;"QUIRINOPOLIS";53
"942";"GO";5318607;"RIALMA";53
"943";"GO";5318706;"RIANAPOLIS";53
"944";"GO";5318789;"RIO QUENTE";53
"945";"GO";5318805;"RIO VERDE";53
"946";"GO";5318904;"RUBIATABA";53
"947";"GO";5319001;"SANCLERLANDIA";53
"948";"GO";5319100;"SANTA BARBARA DE GOIAS";53
"949";"GO";5319209;"SANTA CRUZ DE GOIAS";53
"950";"GO";5319258;"SANTA FE DE GOIAS";53
"951";"GO";5319308;"SANTA HELENA DE GOIAS";53
"952";"GO";5319357;"SANTA ISABEL";53
"953";"GO";5319407;"SANTA RITA DO ARAGUAIA";53
"954";"GO";5319456;"SANTA RITA DO NOVO DESTINO";53
"955";"GO";5319506;"SANTA ROSA DE GOIAS";53
"956";"GO";5319605;"SANTA TEREZA DE GOIAS";53
"957";"GO";5319704;"SANTA TEREZINHA DE GOIAS";53
"958";"GO";5319712;"SANTO ANTONIO DA BARRA";53
"959";"GO";5319738;"SANTO ANTONIO DE GOIAS";53
"960";"GO";5319753;"SANTO ANTONIO DO DESCOBERTO";53
"961";"GO";5319803;"SAO DOMINGOS";53
"962";"GO";5319902;"SAO FRANCISCO DE GOIAS";53
"963";"GO";5320009;"SAO JOAO D'ALIANCA";53
"964";"GO";5320058;"SAO JOAO DA PARAUNA";53
"965";"GO";5320108;"SAO LUIS DE MONTES BELOS";53
"966";"GO";5320157;"SAO LUIZ DO NORTE";53
"967";"GO";5320207;"SAO MIGUEL DO ARAGUAIA";53
"968";"GO";5320264;"SAO MIGUEL DO PASSA QUATRO";53
"969";"GO";5320280;"SAO PATRICIO";53
"970";"GO";5320405;"SAO SIMAO";53
"971";"GO";5320454;"SENADOR CANEDO";53
"972";"GO";5320504;"SERRANOPOLIS";53
"973";"GO";5320603;"SILVANIA";53
"974";"GO";5320686;"SIMOLANDIA";53
"975";"GO";5320702;"SITIO D'ABADIA";53
"976";"GO";5321007;"TAQUARAL DE GOIAS";53
"977";"GO";5309937;"INACIOLANDIA";53
"978";"GO";5309952;"INDIARA";53
"979";"GO";5310000;"INHUMAS";53
"980";"GO";5310109;"IPAMERI";53
"981";"GO";5310158;"IPIRANGA DE GOIAS";53
"982";"GO";5310208;"IPORA";53
"983";"GO";5310307;"ISRAELANDIA";53
"984";"GO";5310406;"ITABERAI";53
"985";"GO";5310562;"ITAGUARI";53
"986";"GO";5310604;"ITAGUARU";53
"987";"GO";5310802;"ITAJA";53
"988";"GO";5310901;"ITAPACI";53
"989";"GO";5311008;"ITAPIRAPUA";53
"990";"GO";5311206;"ITAPURANGA";53
"991";"GO";5311305;"ITARUMA";53
"992";"GO";5311404;"ITAUCU";53
"993";"GO";5311503;"ITUMBIARA";53
"994";"GO";5311602;"IVOLANDIA";53
"995";"GO";5311701;"JANDAIA";53
"996";"GO";5311800;"JARAGUA";53
"997";"GO";5311909;"JATAI";53
"998";"GO";5312006;"JAUPACI";53
"999";"GO";5312055;"JESUPOLIS";53
"1000";"GO";5312105;"JOVIANIA";53
"1001";"GO";5312204;"JUSSARA";53
"1002";"GO";5312253;"LAGOA SANTA";53
"1003";"GO";5312303;"LEOPOLDO DE BULHOES";53
"1004";"GO";5312501;"LUZIANIA";53
"1005";"GO";5312600;"MAIRIPOTABA";53
"1006";"GO";5312709;"MAMBAI";53
"1007";"GO";5312808;"MARA ROSA";53
"1008";"GO";5312907;"MARZAGAO";53
"1009";"GO";5312956;"MATRINCHA";53
"1010";"GO";5313004;"MAURILANDIA";53
"1011";"GO";5313053;"MIMOSO DE GOIAS";53
"1012";"GO";5313087;"MINACU";53
"1013";"GO";5313103;"MINEIROS";53
"1014";"GO";5313400;"MOIPORA";53
"1015";"GO";5313509;"MONTE ALEGRE DE GOIAS";53
"1016";"GO";5313707;"MONTES CLAROS DE GOIAS";53
"1017";"GO";5313756;"MONTIVIDIU";53
"1018";"GO";5313772;"MONTIVIDIU DO NORTE";53
"1019";"GO";5313806;"MORRINHOS";53
"1020";"GO";5313855;"MORRO AGUDO DE GOIAS";53
"1021";"GO";5313905;"MOSSAMEDES";53
"1022";"GO";5314002;"MOZARLANDIA";53
"1023";"GO";5314051;"MUNDO NOVO";53
"1024";"GO";5314101;"MUTUNOPOLIS";53
"1025";"GO";5314408;"NAZARIO";53
"1026";"GO";5314507;"NEROPOLIS";53
"1027";"GO";5314606;"NIQUELANDIA";53
"1028";"GO";5314705;"NOVA AMERICA";53
"1029";"GO";5314804;"NOVA AURORA";53
"1030";"GO";5314838;"NOVA CRIXAS";53
"1031";"GO";5314861;"NOVA GLORIA";53
"1032";"GO";5314879;"NOVA IGUACU DE GOIAS";53
"1033";"GO";5314903;"NOVA ROMA";53
"1034";"GO";5315009;"NOVA VENEZA";53
"1035";"GO";5315207;"NOVO BRASIL";53
"1036";"GO";5315231;"NOVO GAMA";53
"1037";"GO";5315256;"NOVO PLANALTO";53
"1038";"GO";5315306;"ORIZONA";53
"1039";"GO";5315405;"OURO VERDE DE GOIAS";53
"1040";"GO";5315504;"OUVIDOR";53
"1041";"GO";5315603;"PADRE BERNARDO";53
"1042";"GO";5315652;"PALESTINA DE GOIAS";53
"1043";"GO";5315702;"PALMEIRAS DE GOIAS";53
"1044";"GO";5315801;"PALMELO";53
"1045";"GO";5315900;"PALMINOPOLIS";53
"1046";"GO";5316007;"PANAMA";53
"1047";"GO";5316304;"PARANAIGUARA";53
"1048";"GO";5316403;"PARAUNA";53
"1049";"GO";5316452;"PEROLANDIA";53
"1050";"GO";5316809;"PETROLINA DE GOIAS";53
"1051";"GO";5316908;"PILAR DE GOIAS";53
"1052";"GO";5317104;"PIRACANJUBA";53
"1053";"GO";5317203;"PIRANHAS";53
"1054";"GO";5317302;"PIRENOPOLIS";53
"1055";"GO";5317401;"PIRES DO RIO";53
"1056";"GO";5317609;"PLANALTINA";53
"1057";"GO";5317708;"PONTALINA";53
"1058";"GO";5318003;"PORANGATU";53
"1059";"GO";5303500;"BOM JESUS DE GOIAS";53
"1060";"GO";5303559;"BONFINOPOLIS";53
"1061";"GO";5303575;"BONOPOLIS";53
"1062";"GO";5303609;"BRAZABRANTES";53
"1063";"GO";5303807;"BRITANIA";53
"1064";"GO";5303906;"BURITI ALEGRE";53
"1065";"GO";5303939;"BURITI DE GOIAS";53
"1066";"GO";5303962;"BURITINOPOLIS";53
"1067";"GO";5304003;"CABECEIRAS";53
"1068";"GO";5304102;"CACHOEIRA ALTA";53
"1069";"GO";5304201;"CACHOEIRA DE GOIAS";53
"1070";"GO";5304250;"CACHOEIRA DOURADA";53
"1071";"GO";5304300;"CACU";53
"1072";"GO";5304409;"CAIAPONIA";53
"1073";"GO";5304508;"CALDAS NOVAS";53
"1074";"GO";5304557;"CALDAZINHA";53
"1075";"GO";5304607;"CAMPESTRE DE GOIAS";53
"1076";"GO";5304656;"CAMPINACU";53
"1077";"GO";5304706;"CAMPINORTE";53
"1078";"GO";5304805;"CAMPO ALEGRE DE GOIAS";53
"1079";"GO";5304854;"CAMPO LIMPO DE GOIAS";53
"1080";"GO";5304904;"CAMPOS BELOS";53
"1081";"GO";5304953;"CAMPOS VERDES";53
"1082";"GO";5305000;"CARMO DO RIO VERDE";53
"1083";"GO";5305059;"CASTELANDIA";53
"1084";"GO";5305109;"CATALAO";53
"1085";"GO";5305208;"CATURAI";53
"1086";"GO";5305307;"CAVALCANTE";53
"1087";"GO";5305406;"CERES";53
"1088";"GO";5305455;"CEZARINA";53
"1089";"GO";5305471;"CHAPADAO DO CEU";53
"1090";"GO";5305497;"CIDADE OCIDENTAL";53
"1091";"GO";5305513;"COCALZINHO DE GOIAS";53
"1092";"GO";5305521;"COLINAS DO SUL";53
"1093";"GO";5305703;"CORREGO DO OURO";53
"1094";"GO";5305802;"CORUMBA DE GOIAS";53
"1095";"GO";5305901;"CORUMBAIBA";53
"1096";"GO";5306206;"CRISTALINA";53
"1097";"GO";5306305;"CRISTIANOPOLIS";53
"1098";"GO";5306404;"CRIXAS";53
"1099";"GO";5306503;"CROMINIA";53
"1100";"GO";5306602;"CUMARI";53
"1101";"GO";5306701;"DAMIANOPOLIS";53
"1102";"GO";5306800;"DAMOLANDIA";53
"1103";"GO";5306909;"DAVINOPOLIS";53
"1104";"GO";5307105;"DIORAMA";53
"1105";"GO";5307253;"DOVERLANDIA";53
"1106";"GO";5307352;"EDEALINA";53
"1107";"GO";5307402;"EDEIA";53
"1108";"GO";5307501;"ESTRELA DO NORTE";53
"1109";"GO";5307535;"FAINA";53
"1110";"GO";5307600;"FAZENDA NOVA";53
"1111";"GO";5307808;"FIRMINOPOLIS";53
"1112";"GO";5307907;"FLORES DE GOIAS";53
"1113";"GO";5308004;"FORMOSA";53
"1114";"GO";5308103;"FORMOSO";53
"1115";"GO";5308152;"GAMELEIRA DE GOIAS";53
"1116";"GO";5309606;"HEITORAI";53
"1117";"GO";5309705;"HIDROLANDIA";53
"1118";"GO";5308509;"GOIANDIRA";53
"1119";"GO";5309903;"IACIARA";53
"1120";"GO";5308707;"GOIANIA";53
"1121";"GO";5308806;"GOIANIRA";53
"1122";"GO";5308905;"GOIAS";53
"1123";"GO";5309101;"GOIATUBA";53
"1124";"GO";5309150;"GOUVELANDIA";53
"1125";"GO";5309200;"GUAPO";53
"1126";"GO";5309291;"GUARAITA";53
"1127";"GO";5309408;"GUARANI DE GOIAS";53
"1128";"GO";5309457;"GUARINOS";53
"1129";"GO";5309804;"HIDROLINA";53
"1130";"MA";2101400;"BALSAS";21
"1131";"MA";2101301;"BACURI";21
"1132";"MA";2111052;"SAO JOAO DO PARAISO";21
"1133";"MA";2111078;"SAO JOAO DO SOTER";21
"1134";"MA";2101251;"BACABEIRA";21
"1135";"MA";2101350;"BACURITUBA";21
"1136";"MA";2108702;"PIO XII";21
"1137";"MA";2108801;"PIRAPEMAS";21
"1138";"MA";2108900;"POCAO DE PEDRAS";21
"1139";"MA";2111003;"SAO JOAO BATISTA";21
"1140";"MA";2110708;"SAO DOMINGOS DO MARANHAO";21
"1141";"MA";2110807;"SAO FELIX DE BALSAS";21
"1142";"MA";2110856;"SAO FRANCISCO DO BREJAO";21
"1143";"MA";2110906;"SAO FRANCISCO DO MARANHAO";21
"1144";"MA";2109239;"PRESIDENTE MEDICI";21
"1145";"MA";2111029;"SAO JOAO DO CARU";21
"1146";"MA";2104552;"GOVERNADOR EDISON LOBAO";21
"1147";"MA";2111102;"SAO JOAO DOS PATOS";21
"1148";"MA";2101509;"BARAO DE GRAJAU";21
"1149";"MA";2110401;"SAO BENEDITO DO RIO PRETO";21
"1150";"MA";2110500;"SAO BENTO";21
"1151";"MA";2110609;"SAO BERNARDO";21
"1152";"MA";2110658;"SAO DOMINGOS DO AZEITAO";21
"1153";"MA";2109007;"PORTO FRANCO";21
"1154";"MA";2109056;"PORTO RICO DO MARANHAO";21
"1155";"MA";2109106;"PRESIDENTE DUTRA";21
"1156";"MA";2109205;"PRESIDENTE JUSCELINO";21
"1157";"MA";2110039;"SANTA LUZIA DO PARUA";21
"1158";"MA";2110104;"SANTA QUITERIA DO MARANHAO";21
"1159";"MA";2110203;"SANTA RITA";21
"1160";"MA";2104602;"GOVERNADOR EUGENIO BARROS";21
"1161";"MA";2104628;"GOVERNADOR LUIZ ROCHA";21
"1162";"MA";2104651;"GOVERNADOR NEWTON BELLO";21
"1163";"MA";2104677;"GOVERNADOR NUNES FREIRE";21
"1164";"MA";2104701;"GRACA ARANHA";21
"1165";"MA";2104800;"GRAJAU";21
"1166";"MA";2106375;"MARANHAOZINHO";21
"1167";"MA";2106409;"MATA ROMA";21
"1168";"MA";2109908;"SANTA INES";21
"1169";"MA";2106607;"MATOES";21
"1170";"MA";2106631;"MATOES DO NORTE";21
"1171";"MA";2106672;"MILAGRES DO MARANHAO";21
